Table;C;R;U;D;Program
IRSCO;;x;;;IIRE5
IRSCO;;x;;;II-FILL-IEXC5
IRSCO;;x;;;IUMKSWCN2
IRSCO;;x;x;x;IUINVIRS
IRSCO;x;x;x;;IUSELDAYCN
IRSCO;;x;;;ILPRCNFSTA
IRSCO;x;x;;;IUCHSCNF
IRSCO;;x;;;ILCNFIRS
IRSCO;x;x;x;;ICNPC
IRSCO;;x;x;;ICNSC
IRSCO;;x;;;ILDAYMVTIR
IRSCO;;x;x;;II-014-UPD-MATCH
IRSCO;;x;;;IGIRC
IRSPL;;x;;x;IUREMMATIR
IRSPL;x;;;;IUSWFACK
IRSPL;x;x;;;IPCOM
IRSPL;;x;;;ILSUMMVTIR
IRSPL;;x;;x;IUINVIRS
IRSPL;x;x;;;ISCO1
IRSPL;x;;;;IUNETCOPM
IRSPL;;x;;;ILDAYMVTIR
IRSPL;x;;;;IPASC
IRSPL;x;;;;IPAPC
IRSPO;;x;;x;IUREMMATIR
IRSPO;;x;;;IPTIC
IRSPO;;x;;;ILNOSDTFUT
IRSPO;;x;x;;IUSWFACK
IRSPO;;x;;;ILLSTCOMP
IRSPO;;x;x;;IPCOM
IRSPO;;x;;;IIRE5
IRSPO;;x;;;IUDLYABIRS
IRSPO;;x;;;ILPRPMTSTA
IRSPO;x;x;x;x;IUINVIRS
IRSPO;;x;x;;IUINIPMTDT
IRSPO;;x;;;IP-CTR-SCANREL
IRSPO;;x;x;;IUSELDAYCN
IRSPO;;x;x;;IUSELPM
IRSPO;;x;x;;ISCO1
IRSPO;;x;;;ILPMTCHG
IRSPO;;x;;;ILNOSDTPOS
IRSPO;;x;;;ILNOSDTPO2
IRSPO;;x;x;;IUCRSWPM2
IRSPO;;x;x;;IUNETCOPM
IRSPO;;x;;;IUFILLSAV1
IRSPO;x;x;x;x;IUSELCONPM
IRSPO;;x;;;ILLSTWARIR
IRSPO;;x;;;ILPRPMTNOS
IRSPO;;x;;;ILDAYMVTIR
IRSPO;;x;x;;IPASC
IRSPO;;x;x;;II-014-UPD-MATCH
IRSPO;;x;;;IGIRC
IRSPO;;x;x;;IPAPC
IRSPO;;x;x;;IEXC5
IRSPO;;x;x;;IUTKOSWF2
IRSWL;;x;;x;IUREMMATIR
IRSWL;;x;;;ILSUMMVTIR
IRSWL;x;;;;IUINVIRS
IRSWL;;;x;;AUCNVACCR
IRSWL;;x;;;ILDAYMVTIR
IRSWL;x;;;;IGIRC
ISAVO;;x;;;IMLD5
ISAVO;;x;;;IIPH5
ISAVO;;x;x;;IRCL5
ISAVO;x;x;x;;IUSWFACK
ISAVO;;x;;;IBTI5
ISAVO;;x;;;IBTF5
ISAVO;;x;x;;IUFILIBTF5
ISAVO;;x;x;;IUFILIBTI5
ISAVO;;;;x;ISOS4
ISAVO;;;;x;ISOS2
ISAVO;;;;x;ISOS3
ISAVO;;;;x;ISOS1
ISAVO;x;x;;x;BREP1
ISAVO;;x;x;;IUFILIIPH5
ISAVO;;x;x;;IUFILIMLD5
ISAVO;;x;x;;IUFILLSAV1
ISAVO;;x;x;;IUFILLSAV4
ISAVO;;x;x;;IUFILLSAVO
ISAVO;x;x;x;x;LCSI4
ISAVO;;x;;;DLECHANNEL
ISAVO;;x;;;ICNSC
ISAVO;x;x;x;;IP-016GET-ISAVO
ISAVO;;x;;;IPASC
ISAVO;x;x;;x;IEXC5
ISAVO;;x;;;IMFX5
ISAVO;;x;x;;IUFILIMFX5
ISAVO;;x;x;;BISS5
ISAVO;;x;x;;BISSA
ISIFO;;x;;x;ISIF5
ISIFO;;x;x;;IULDRDSFR
ISIFO;;x;x;;IULOADLDTR
ISIFO;;x;x;;IUEXPSSI
ISIFO;x;x;;;IPTIC
ISIFO;;x;;x;IUISPIODEL
ISIFO;;x;x;;IULDWSIRS
ISIFO;;x;x;;AUCTPSHN2
ISIFO;;x;;x;IMSPM
ISIFO;;x;x;;IULOADFXTR
ISIFO;x;x;;;ICPIC
ISIFO;x;x;;;IPIIF
ISIFO;;x;x;;IULDRDSOP
ISIFO;;x;x;;IULDRDSIR
ISIML;x;;;;ISIMS
ISIML;x;;;;ISIMC
ISIML;;x;x;;AUCTPSHN2
ISIML;x;;;;IULOADLC
ISIML;;x;;x;ILISIMAUT
ISIML;x;;;;IUDELISIMO
ISIML;;x;;;IUMAKERIS
ISIML;;x;;;CUFACOUTS
ISIMO;;x;;;ILAUDIT
ISIMO;;x;x;;ILCONSELSC
ISIMO;;x;;;ILDOCTMAT
ISIMO;;x;;;ALDLLCBRGE
ISIMO;;x;;;ALDLLWBF
ISIMO;;x;;;ALHKM001
ISIMO;;x;x;;ISIMS
ISIMO;;x;;;ISIM4
ISIMO;;x;;;ISIM5
ISIMO;;x;x;;ISIM6
ISIMO;x;x;x;;ISIMC
ISIMO;;x;;;ILSIMPMEM
ISIMO;;;x;;GI-060-RTR-ISIMO
ISIMO;;x;;;ILAUDITFFT
ISIMO;;x;;;CLPRIBNK
ISIMO;;x;x;;ILSIMPREP
ISIMO;;x;;;AP-009CHECK-INVEN
ISIMO;;x;;;ALCBI001
ISIMO;;x;;;ALDLCBITMV
ISIMO;;x;;;ALBDP001
ISIMO;;x;;;CLPRIBNK2
ISIMO;;x;;;CLPRIBNK3
ISIMO;;x;x;;AUCTPSHN2
ISIMO;;x;x;;TOBARACCO3
ISIMO;;x;;;ALDLCBITAC
ISIMO;;x;;;CUDLYSECTR
ISIMO;;x;;;ILDOCTINV
ISIMO;;x;;;IUBOEB7SEL
ISIMO;x;x;x;;IULOADLC
ISIMO;;x;x;;CLCPSIM
ISIMO;;x;;;ALDLLCRSGE
ISIMO;;x;x;;AUCTPSHN
ISIMO;;x;x;;ILCTMMM
ISIMO;;;x;;IUFDSIMP
ISIMO;;x;;;ALUIC001
ISIMO;;x;;;ICON5
ISIMO;;x;;;DLSMCTAM2
ISIMO;;x;;;RLFACDRAW
ISIMO;;x;;;CLSECINVRE
ISIMO;;x;;;CUPBPORTF
ISIMO;;x;;;ALDLLAWV
ISIMO;;x;x;;BUDELCON
ISIMO;;x;x;;IUFDSIMPOS
ISIMO;;x;;;IUFDSIMPRO
ISIMO;;x;;;ALUNUSEDRL
ISIMO;;x;;;CURTRFACCH
ISIMO;;x;;;CLAUDCNF
ISIMO;;x;;;RRSC5
ISIMO;;;x;x;IUDELISIMO
ISIMO;;x;;;ILAUDITLON
ISIMO;;x;;;ILAUDITLO3
ISIMO;;x;;;ALDLLGFRS
ISIMO;;x;x;;LUPDRCEPMM
ISIMO;;x;x;;ALDLLDIBA
ISIMO;;x;;;ALLZB001
ISIMO;;x;x;;BUCHGISIN
ISIMO;;x;;;CUFACOUTS
ISIMO;;x;;x;IUPDSIMP
ISIMO;;x;;;CMTVM
ISIMO;;x;x;;CURTRFILL
ISIMO;;x;;;GP-025-AMODEPOSIT
ISPIL;;x;;;IUEXPSSI
ISPIL;x;;;;IUISPIODEL
ISPIL;;x;;;ILISPIO
ISPIL;x;;;;IMSPD
ISPIL;x;;;;IMSPM
ISPIO;;x;;;IULDRDSFR
ISPIO;;x;;;IULOADLDTR
ISPIO;;x;;;IUEXPSSI
ISPIO;;x;;;ILLSTPAYDL
ISPIO;;x;;;IUFRASET
ISPIO;;x;;;IPTIC
ISPIO;;x;;x;IUISPIODEL
ISPIO;;x;;;GI-PVTOSSI
ISPIO;;x;x;;IULDWSIRS
ISPIO;;x;;;ILISPIO
ISPIO;;x;x;;AUCTPSHN2
ISPIO;;x;;;ILSTPMTINS
ISPIO;;x;;;IMSP5
ISPIO;x;x;x;;IMSPD
ISPIO;x;x;x;x;IMSPM
ISPIO;;x;;;GI-109CRIIPIO
ISPIO;x;x;;;IUPAYLOAD
ISPIO;;x;;;IILDA
ISPIO;;x;;;GI-IIFRA-SSI
ISPIO;;x;;;GI-PITOSSI
ISPIO;;x;;;IULOADFXTR
ISPIO;;x;;;ICPIC
ISPIO;;x;;x;LUCLNPSNAD
ISPIO;;x;;;GI-IIFXS-SSI
ISPIO;;x;;;GP-097CHK-PMTINS
ISPIO;;x;x;;TUCHGSWFAD
ISPIO;;x;;;IPIIF
ISPIO;;x;;x;IULDRDSOP
ISPIO;;x;;;CUSHRCUSTM
ISPIO;;x;x;;IULDRDSIR
ISTLO;;x;;;ILSTMTRG
ISTLO;;x;;;ILSTMBAL
ISTLO;x;;;;DULDCLEARN
ISTLO;;x;x;;ISSLC
ISTLO;;x;;;ICLF4
ISTLO;;x;;x;IUCLNSTM
ISTLO;;x;x;;IUSTMLST
ISTLO;;x;x;;TOBACCO
ISTLO;;x;;;ILSTMDEP
ISTLO;x;x;x;x;IUCHKSTM
ISTLO;;x;x;;TOCMIACCO
ISTLO;x;;;;AUSTMLOJ
ISTLO;;x;;;IABA1
ISTLO;;x;;;ILSTMSUM
ISTLO;x;;x;x;IUIPUSWF
ISTLO;x;;;;DULDINBKNL
ISTLO;x;x;x;;IUCNVNOSRE
ISTLO;;x;x;x;IUNMI
ISTLO;x;x;x;;IOSTM
ISTLO;;x;;;IACCM
ISTLO;;x;;;IPRO4
ISTLO;;x;;;ISTL4
ISTLO;;x;;;ISTL5
ISTLO;;x;;;ISTM1
ISTLO;;x;;;ISTM4
ISTLO;x;x;x;x;ISTMC
ISTLO;x;x;x;x;ISTMZ
ISTLO;;x;x;;ISTMT
ISTLO;x;;;;AUSTMPRC
ISTLO;x;x;;x;ISSTI
ISTLO;x;x;x;;ICDPI
ISTLO;x;x;x;;ICDCI
ISTLO;;x;x;;LOJMM3
ISTLO;;x;x;;LOJMM2
ISTMO;;x;;;ILSTMBAL
ISTMO;x;x;;;DULDCLEARN
ISTMO;;x;x;;ISSLC
ISTMO;;x;;x;IUCLNSTM
ISTMO;;x;;;IUSTMLST
ISTMO;;x;x;;TOBACCO
ISTMO;x;x;x;x;IUCHKSTM
ISTMO;;x;x;;TOCMIACCO
ISTMO;x;;;;AUSTMLOJ
ISTMO;;x;x;;AUCTPSHN2
ISTMO;;x;;;IABA1
ISTMO;x;x;;x;IUIPUSWF
ISTMO;x;x;;;DULDINBKNL
ISTMO;x;x;;;IUCNVNOSRE
ISTMO;;x;x;;IOSTM
ISTMO;;x;;x;IACCM
ISTMO;;x;;;ISTM5
ISTMO;;x;;;ISTM4
ISTMO;x;x;x;x;ISTMC
ISTMO;x;x;x;x;ISTMZ
ISTMO;x;;;;AUSTMPRC
ISTMO;;x;;;ISSTI
ISTMO;;x;x;;ICDPI
ISTMO;;x;x;;ICDCI
ISTMO;;x;x;;LOJMM3
ISTMO;;x;x;;LOJMM2
ISWCO;;x;;;IUCHKCNF
ISWCO;x;x;;;II-UPD-ILNGS
ISWCO;x;x;x;x;ISWCS
ITCFO;x;x;x;x;IICFM
ITCFO;;x;;;IUCHKCNF
ITECO;x;x;x;x;ITECX
ITECO;;x;;x;IUREMMATLD
ITECO;;x;x;;ITEC5
ITECO;;x;x;;IUTECDL
ITECO;;x;x;;IUINVLD
ITECO;;x;x;;GI-IXLDC3
ITECO;;x;x;;IILDA
ITECO;;x;x;;IGLDC
ITECO;;x;x;;IGTEC
ITECO;x;x;x;;IITEC
ITIRO;;x;;;IUCRECNF
ITIRO;;x;;;ALDLLCBRGE
ITIRO;;x;;;ALDLLWBF
ITIRO;;x;;x;IUREMMATIR
ITIRO;;x;;;ILDLYACCIR
ITIRO;;x;;;IPTIC
ITIRO;;x;;;IPTDC
ITIRO;;x;;;IULDIRSTR
ITIRO;;x;;;ALHKM001
ITIRO;;x;;;ISIR1
ITIRO;;x;;;ILCOMWARIR
ITIRO;;x;;;ILXDWAR
ITIRO;;x;x;;IUMLYACCIR
ITIRO;;x;x;;IUDELCON
ITIRO;;x;;;ILPRCNFNP
ITIRO;;x;;;IUFUTIRS
ITIRO;;x;;;ILCHKDUP1
ITIRO;;x;x;;IUUPDIRCS
ITIRO;;x;;;BLASWSUM
ITIRO;;x;;;ILAUDITFFT
ITIRO;;x;;;IULDWSIRS
ITIRO;;x;;;CLCPIRS
ITIRO;;x;x;;IUDLYABIRS
ITIRO;;x;;;ILSUMMVTIR
ITIRO;;x;;;CLPRIBNK
ITIRO;;x;;;IUMKSWCN2
ITIRO;;x;;;ALCBI001
ITIRO;;x;;;ALBDP001
ITIRO;;x;;;CLPRIBNK2
ITIRO;;x;;;CLPRIBNK3
ITIRO;;x;;;ILPRPMTSTA
ITIRO;;x;;;GI-IXIRC3
ITIRO;x;x;x;x;IUINVIRS
ITIRO;;x;;;BASWA
ITIRO;;x;x;;IUSELDAYCN
ITIRO;;x;;;IP-008IRCSNVM
ITIRO;;x;;;ILPRCNFSTA
ITIRO;;x;;;ILOUTIRBKG
ITIRO;;x;;;II-050FILL-IMIR5
ITIRO;;x;;;ILCTMMM
ITIRO;;x;;;ALUIC001
ITIRO;;;x;;AUCNVACCR
ITIRO;;x;;;ILCONSLIRS
ITIRO;;x;;;ALDLCUSBAL
ITIRO;;x;;;IUIRSFIX
ITIRO;;x;;;CUPBPORTF
ITIRO;;x;;;ILIRSGFI
ITIRO;;x;;;ILCNFIRS
ITIRO;;x;;;ILRESIRS
ITIRO;;x;;;IUCRSWPM2
ITIRO;;x;;;IUNETCOPM
ITIRO;;x;;;IFIRC
ITIRO;;x;;;ILEURREP01
ITIRO;;x;;;IRSLQ
ITIRO;;x;;;ILAUDITLON
ITIRO;;x;x;;IUSELCONPM
ITIRO;;x;;;ILAUDITLO3
ITIRO;;x;;;IUINTIRS
ITIRO;;x;;;ALDLLGFRS
ITIRO;;x;;;ALLZB001
ITIRO;;x;;;ILLSTWARIR
ITIRO;;x;;;AUDLLTAT
ITIRO;;x;x;;IURECCON
ITIRO;;x;;;ILPRPMTNOS
ITIRO;;x;;;ICNPC
ITIRO;;x;x;;ILINVFLAT
ITIRO;;x;;;ICNSC
ITIRO;;x;;;ILDAYMVTIR
ITIRO;;x;x;;IGIRC
ITIRO;;x;;;IPAPC
ITIRO;;x;;;IULDRDSIR
ITIRO;;x;;;ILIRSINFO
ITIRO;;x;x;;AUCNVLOC
ITIRO;;x;;;IRSTM
ITIRO;;x;;;IRSSC
ITITL;;;x;;AUCNVACCR
ITITO;;;x;;AUCNVACCR
ITLDO;;x;;;ILLONDEPIN
ITLDO;;x;;;ILCOMPBTS
ITLDO;;x;;;ILAUDIT
ITLDO;;x;x;;IUCRECNF
ITLDO;;x;;;CI-003-FILL-RCPV6
ITLDO;;x;;;ILEXPCLI50
ITLDO;;x;;;ILINVSEL
ITLDO;;x;;;ALDLLCBRGE
ITLDO;;x;;;ILDLYMVCUS
ITLDO;;x;;x;IUREMMATLD
ITLDO;;x;;;ALDLLWBF
ITLDO;;x;;;GP-130INV-IILDO
ITLDO;;x;;;IULOADLDTR
ITLDO;;x;;;ILPRINTCNF
ITLDO;;x;;;CLWARROLL2
ITLDO;;x;;;IUEXPSSI
ITLDO;;x;;;IUTECDL
ITLDO;;x;;;ILDLYACCL3
ITLDO;;x;x;;IPTIC
ITLDO;;x;;;IPTI5
ITLDO;;x;;;IPTI1
ITLDO;;x;;;ILDLYACCLD
ITLDO;;x;x;;IPTDC
ITLDO;;x;;;ILEXPBNK50
ITLDO;;x;;;ILCONSELLD
ITLDO;;x;;;ILCOMWARLD
ITLDO;;x;;;ALHKM001
ITLDO;x;x;x;x;IUINVLD
ITLDO;;x;;;ILXDWAR
ITLDO;;x;x;;IUMLYACCL3
ITLDO;;x;;;ALDLREPFFT
ITLDO;;x;x;;IUDELCON
ITLDO;;x;;;CLEXSSPOT2
ITLDO;;x;x;x;IUUPDITLDO
ITLDO;;x;x;;ILAFFLOADN
ITLDO;;x;;;ILAUDITFFT
ITLDO;;x;;;ILLDOUTCU
ITLDO;;x;;;CLRCPV6
ITLDO;;x;;;CLPRIBNK
ITLDO;;x;;;CLWARROLL
ITLDO;;x;;;IUMKSWCN2
ITLDO;;x;;;AP-009CHECK-INVEN
ITLDO;;x;;;ILLDCONAL
ITLDO;;x;;;CLYRLYTAX
ITLDO;;x;;;ILJUSRAEOM
ITLDO;;x;;;ILDLYVLM2
ITLDO;;x;;;BLDLL
ITLDO;;x;;;ALCBI001
ITLDO;;x;;;IP-008LDMMNVM
ITLDO;;x;x;;BREPM
ITLDO;;x;;;ALBDP001
ITLDO;;x;;;CLPRIBNK2
ITLDO;;x;;;CLPRIBNK3
ITLDO;;x;;;ALBOE052
ITLDO;;x;;;ILPRPMTSTA
ITLDO;;x;;;CMHIA
ITLDO;;x;;;CMHIC
ITLDO;;x;;;ALDLCBITAC
ITLDO;;x;;;CUDLYSECTR
ITLDO;;x;;;CLWHTSDT
ITLDO;;x;;;IUBOEB7SEL
ITLDO;;x;;;IUSELDAYCN
ITLDO;;x;;;CLCPLD
ITLDO;;x;;;IUFILIMLD5
ITLDO;;x;;;ALDLLCRSGE
ITLDO;;x;;;GI-IXLDC3
ITLDO;;x;;;ILPRCNFSTA
ITLDO;;x;;;IILDD
ITLDO;;x;;;IILDA
ITLDO;;x;x;;IILDM
ITLDO;;x;;;ILCTMMM
ITLDO;;x;;;ALUIC001
ITLDO;;x;;;ICON5
ITLDO;;;x;;AUCNVACCR
ITLDO;;x;;;ALDLLBOS
ITLDO;;x;;;CUPBVALUE
ITLDO;;x;x;;ILLDDEALIN
ITLDO;;x;;;ILDEALPMAT
ITLDO;;x;;;ALDLCUSBAL
ITLDO;;x;;;RLFACDRAW
ITLDO;;x;;;CLSECINVRE
ITLDO;;x;;;II-009-FILL-IIPH5
ITLDO;;x;;;CUPBPORTF
ITLDO;;x;;;ILHISLD
ITLDO;;x;;;ILPAYINADV
ITLDO;;x;;;ILLDOUTTER
ITLDO;;x;;;BUDELCON
ITLDO;;x;;;ILDLYVLMRP
ITLDO;;x;;;ILBGELOADE
ITLDO;;x;x;;IGLDC
ITLDO;;x;;;IUCRSWPM2
ITLDO;;x;;;ILDLCTP
ITLDO;;x;;;IUNETCOPM
ITLDO;;x;;;IUFILLSAV1
ITLDO;;x;;;IUFILLSAVO
ITLDO;;x;;;ILBOEDEP52
ITLDO;;x;;;IGTEC
ITLDO;;x;;;CUEXSOUTO1
ITLDO;;x;;;IUNOSCHG2
ITLDO;;x;;;ALDLLKPMG
ITLDO;;x;;;ILSUMCUS
ITLDO;;x;;;CLAUDCNF
ITLDO;;x;;;RRSC5
ITLDO;;x;;;ILOUTRR
ITLDO;;x;;;TLDLLRIS2
ITLDO;;x;;;ILDLLMIS1
ITLDO;;x;;;ILEURREP01
ITLDO;;x;;;LLCUSDEAL
ITLDO;;x;;;CCMHA
ITLDO;;x;;;CCMHC
ITLDO;;x;;;ILAUDITLON
ITLDO;;x;;;IUSELCONPM
ITLDO;;x;;;II-005FILL-IMILD
ITLDO;;x;;;ILAUDITLO3
ITLDO;;x;;;ALDLLGFRS
ITLDO;;x;;;ILCONSLLD2
ITLDO;;x;;;CLDLL
ITLDO;;x;;;CLSYNSUB
ITLDO;;x;x;;ILCNFLDFX
ITLDO;;x;;;ALDLLDIBA
ITLDO;;x;;;ALLZB001
ITLDO;;;x;;GI-060-RTR-ITLDO
ITLDO;;x;;;ILTRSDEAL
ITLDO;;x;;;AUDLLTAT
ITLDO;;x;;;IUMAKERIS
ITLDO;;x;;;ILLSTWARLD
ITLDO;;x;;;ILDLYMRGLD
ITLDO;;x;x;;IURECCON
ITLDO;;x;;;ILPRPMTNOS
ITLDO;;x;;;ILMLYMRGLD
ITLDO;;x;;;ICNPC
ITLDO;;x;x;;IPIIF
ITLDO;;x;x;;ILINVFLAT
ITLDO;;x;;;ISLD1
ITLDO;;x;;;CLLDMMDEAL
ITLDO;;x;;;IUNOSCHG
ITLDO;;x;;;BUCHGISIN
ITLDO;;x;;;ICNSC
ITLDO;;x;;;CUFACOUTS
ITLDO;;x;;;CUSELPAYM
ITLDO;;x;;;IPASC
ITLDO;;x;;;CUCUSTEXC1
ITLDO;;x;;;IPAPC
ITLDO;;x;;;ILDAYMVTLD
ITLDO;;x;x;;AUCNVLOC
ITLDO;;x;;;CURTRFILL
ITLDO;;x;;;ALDLBSHRCN
ITLDO;;x;x;;IUDLYACCAB
ITLDO;;x;;;ILBOEAGIN2
ITLDO;;x;;;GP-025-AMODEPOSIT
ITOLL;x;;;;ITOLM
ITOLL;;;x;;AUCTPSHN2
ITOLO;;x;;;IMLN1
ITOLO;;x;;;IMMLC
ITOLO;x;x;x;x;ITOLM
ITOLO;;x;;;ITOL5
ITOLO;;x;x;;AUCTPSHN2
ITOLO;;x;;;IUCHKCNF
ITOLO;x;x;;x;AUCTPSHN
ITXTO;;x;;;ILCNFMAN
ITXTO;;x;;;ALADBAL
ITXTO;;x;;;ILAUDITFFT
ITXTO;x;x;x;;GUCRESUB3
ITXTO;;x;;;CUGUACOMA2
ITXTO;;x;;;ITXT5
